ID_NAME_PAIR,NUM_REGISTERED_VOTERS
"('400125', 'WASHINGTON TWP.')",591
"('420015', 'CLIFTON TWP')",149
"('730040', 'BROOTEN')",365
"('110115', 'HACKENSACK')",210
"('560155', 'ERHARD')",67
"('110025', 'BENA')",44
"('40060', 'BUZZLE TWP')",191
"('490180', 'PLATTE TOWNSHIP')",205
"('120032', 'GRANITE FALLS TWP P-2')",0
"('690825', 'MOUNTAIN IRON P-2')",909
"('810070', 'VIVIAN TWP.')",158
"('530045', 'ELLSWORTH')",273
"('420035', 'EIDSVOLD TWP')",126
"('691150', 'WUORI TWP.')",359
"('620100', 'LITTLE CANADA P-1')",2163
"('20320', 'BLAINE W-1 P-4')",959
"('560300', 'NORWEGIAN GROVE TWP')",216
"('490215', 'ROYALTON')",618
"('450280', 'WARREN P-2')",438
"('280010', 'BROWNSVILLE')",343
"('270885', 'EDINA P-07')",1341
"('310205', 'INGER PREC')",137
"('790130', 'PLAINVIEW TWP.')",307
"('20520', 'BLAINE W-3 P-4')",1798
"('310355', 'WABANA TWP')",360
"('850045', 'HART TWP')",179
"('790030', 'GLASGOW TWP.')",162
"('550102', 'ROCHESTER W1 P4')",604
"('272850', 'ST LOUIS PARK W-4 P-13')",1743
"('760085', 'HOLLOWAY')",60
"('560165', 'EVERTS TWP')",582
"('20435', 'BLAINE W-2 P-5')",1196
"('620910', 'ST. PAUL W-3 P-08')",1570
"('272765', 'ST ANTHONY P-01')",1557
"('260045', 'HERMAN')",248
"('150025', 'COPLEY TWP')",510
"('840150', 'WOLVERTON CITY')",76
"('270010', 'BLOOMINGTON W-1 P-08')",1658
"('670110', 'STEEN')",85
"('270735', 'EDEN PRAIRIE P-10')",2117
"('600280', 'HUBBARD TWP.')",49
"('840095', 'MCCAULEYVILLE TWP.')",38
"('30045', 'CUBA TWP')",159
"('470015', 'CEDAR MILLS TWP.')",244
"('270415', 'BROOKLYN PARK W-W P-5')",1528
"('621450', 'ST. PAUL W-7 P-03')",1472
"('760030', 'CAMP LAKE TWP.')",112
"('610070', 'LAKE JOHANNA TWP.')",81
"('610085', 'LONG BEACH')",268
"('560130', 'EDNA TWP')",666
"('420185', 'WESTERHEIM TWP')",157
"('630070', 'RED LAKE FALLS W-2')",238
"('330090', 'POMROY TWP.')",239
"('650045', 'CAIRO TWP.')",109
"('420010', 'BALATON')",393
"('570110', 'SMILEY TWP')",358
"('740030', 'DEERFIELD TWP.')",361
"('350160', 'SOUTH RED RIVER')",12
"('110210', 'PINE RIVER TWP')",680
"('140200', 'MOORHEAD CITY W-3 P-8')",1970
"('820095', 'DELLWOOD')",819
"('350085', 'KARLSTAD')",422
"('430035', 'GLENCOE CITY P-2')",756
"('520050', 'MANKATO W-2 P-30')",0
"('610005', 'BANGOR TWP.')",100
"('570115', 'STAR TWP')",69
"('480080', 'MILO TWP.')",872
"('660145', 'WELLS TWP.')",1038
"('700113', 'SAVAGE P-5')",2457
"('620650', 'ST. PAUL W-1 P-12')",323
"('820160', 'HUGO W-3 P-3A')",2165
"('271510', 'MINNEAPOLIS W-4 P-02')",2608
"('271735', 'MINNEAPOLIS W-8 P-08')",2793
"('640195', 'WABASSO')",437
"('760150', 'WEST BANK TWP.')",92
"('230105', 'MABEL')",392
"('750045', 'FRAMNAS TWP.')",233
"('120100', 'RAYMOND')",0
"('200015', 'CLAREMONT')",223
"('320110', 'OKABENA')",116
"('690945', 'UNORG. PRCT. 4')",194
"('500190', 'SARGEANT')",36
"('280105', 'SPRING GROVE')",784
"('640055', 'KINTIRE TWP.')",117
"('40050', 'BIRCH TWP')",64
"('192635', 'HASTINGS W-2 P-2')",1729
"('690060', 'BIWABIK TWP.')",614
"('820050', 'COTTAGE GROVE P-03')",1837
"('740055', 'MEDFORD TWP.')",364
"('192645', 'HASTINGS W-3 P-2')",1661
"('21310', 'COON RAPIDS W-4 P-2')",1798
"('290030', 'CROW WING LAKE TWP.')",244
"('600070', 'CROOKSTON W-2')",730
"('290015', 'ARAGO TWP.')",427
"('620110', 'LITTLE CANADA P-2')",2196
"('270710', 'EDEN PRAIRIE P-05')",2189
"('490055', 'DARLING TOWNSHIP')",342
"('490015', 'BELLEVUE TOWNSHIP')",728
"('570135', 'THIEF RIVER FALLS (2)')",810
"('130025', 'CHISAGO LAKE TWP (N)')",1558
"('170145', 'WINDOM W-2 P-2')",518
"('820260', 'OAKDALE P-8')",964
"('800085', 'STAPLES')",415
"('820320', 'STILLWATER W-2 P-3')",1367
"('620970', 'ST. PAUL W-3 P-14')",3548
"('420065', 'ISLAND LAKE TWP')",118
"('450090', 'EXCEL TWP.')",178
"('740150', 'SOMERSET TWP.')",482
"('860075', 'DELANO')",3648
"('840125', 'PRAIRIE VIEW TWP.')",128
"('850180', 'WINONA W-2 P-2')",907
"('570005', 'BLACK RIVER TWP')",41
"('640135', 'SANBORN')",214
"('30095', 'FOREST TWP')",87
"('730315', 'ST CLOUD W3 P5')",1011
"('620550', 'ST. PAUL W-1 P-02')",2174
"('270345', 'BROOKLYN PARK W-E P-1O')",1793
"('620470', 'ROSEVILLE P-05')",2551
"('820110', 'FOREST LAKE P-2')",1943
"('County CodePrecinct Code', 'Precinct Name')",0
"('620940', 'ST. PAUL W-3 P-11')",1643
"('271065', 'GREENWOOD P-01')",562
"('90060', 'CLOQUET W-5 P-1')",1212
"('280040', 'EITZEN')",156
"('130105', 'WYOMING')",4999
"('820380', 'WOODBURY P-02')",3083
"('140110', 'HAWLEY TWP')",300
"('600010', 'ANGUS TWP.')",51
"('20505', 'BLAINE W-3 P-1')",1581
"('310227', 'LAPRAIRIE P-6')",383
"('500020', 'AUSTIN W-1 P-2')",1850
"('191290', 'BURNSVILLE P-09')",1610
"('620240', 'MAPLEWOOD P-12')",1180
"('480020', 'BRADBURY TWP.')",102
"('550150', 'ROCHESTER W3 P6')",1333
"('560185', 'FERGUS FALLS W-2 P-2')",1038
"('580235', 'WILMA TWP.')",58
"('140100', 'HAGEN TWP')",94
"('30150', 'OGEMA')",61
"('720025', 'CORNISH TWP.')",162
"('730390', 'ST JOSEPH TWP')",888
"('360115', 'NORTHOME')",98
"('480015', 'BORGHOLM TWP.')",993
"('530130', 'SUMMIT LAKE TWP.')",206
"('290100', 'LA PORTE')",73
"('272020', 'MINNEAPOLIS W-13 P-13')",1641
"('70215', 'PEMBERTON')",116
"('680155', 'ROSEAU')",1489
"('192230', 'FARMINGTON P-3')",1965
"('850205', 'WINONA W-3 P-3')",1049
"('40172', 'NORTHERN TWP P 02')",0
"('270071', 'BLOOMINGTON W-2 P-27')",1355
"('690625', 'HIBBING W-A P-3')",658
"('621430', 'ST. PAUL W-7 P-01')",2000
"('730105', 'GREENWALD')",129
"('490050', 'CUSHING TOWNSHIP')",453
"('730035', 'BROCKWAY TWP')",1849
"('30130', 'LAKE PARK')",399
"('50010', 'FOLEY')",1352
"('400085', 'LEXINGTON TWP.')",470
"('240195', 'NUNDA TWP.')",204
"('770150', 'REYNOLDS TWP')",357
"('210030', 'ALEXANDRIA TWP.')",1860
"('400090', 'MONTGOMERY')",1735
"('270230', 'BROOKLYN CENTER P-07')",1455
"('310145', 'GRAND RAPIDS P-2')",1485
"('70197', 'MANKATO TWP P-2')",1025
"('560010', 'AMOR TWP')",313
"('170020', 'BINGHAM LAKE')",73
"('21215', 'COON RAPIDS W-3 P-3')",1673
"('490060', 'ELMDALE')",70
"('240105', 'FREEBORN')",163
"('500215', 'WALTHAM TWP.')",240
"('90068', 'CLEAR CREEK UNORG')",91
"('270455', 'CHAMPLIN W-2 P-01')",3866
"('250140', 'RED WING W-3 P-1')",1347
"('690975', 'UNORG. PRCT. 9')",293
"('750030', 'DONNELLY TWP.')",66
"('440025', 'CLOVER TWP')",37
"('350060', 'HAMPDEN TWP')",24
"('270395', 'BROOKLYN PARK W-W P-1O')",1797
"('621250', 'ST. PAUL W-5 P-10')",567
"('860095', 'HANOVER P-2')",1613
"('370015', 'AUGUSTA TWP.')",72
"('450020', 'ARGYLE')",392
"('360083', 'KOOCHICHING POLL 5')",312
"('810090', 'WASECA W-2 P-A')",1377
"('710055', 'ELK RIVER W3 P3A')",1292
"('170075', 'MOUNTAIN LAKE P-1')",1044
"('420030', 'CUSTER TWP')",109
"('340235', 'WILLMAR TWP.')",290
"('680120', 'NERESON TOWNSHIP')",25
"('470140', 'SWEDE GROVE TWP.')",205
"('640065', 'LAMBERTON TWP.')",126
"('270740', 'EDEN PRAIRIE P-11')",1641
"('580075', 'DELL GROVE TWP.')",446
"('271750', 'MINNEAPOLIS W-9 P-01')",1302
"('550160', 'ROCHESTER W4 P4')",975
"('460050', 'FAIRMONT W-2 P-1')",743
"('120040', 'KRAGERO TWP')",85
"('490045', 'CULDRUM TOWNSHIP')",269
"('320085', 'LA CROSSE TWP.')",103
"('400065', 'LE CENTER')",1163
"('310005', 'ALVWOOD TWP')",25
"('70025', 'CERESCO TWP')",116
"('360121', 'RANIER P-W')",246
"('710022', 'BIG LAKE CITY P-02')",1481
"('272480', 'PLYMOUTH W-3 P-17')",1405
"('790010', 'CHESTER TWP')",240
"('150015', 'CLEARBROOK CITY')",280
"('140160', 'MOORHEAD CITY W-1 P-2')",2114
"('272780', 'ST BONIFACIUS P-01')",1472
"('710121', 'BIG LAKE TWP P3')",836
"('240035', 'ALBERT LEA W-4 P-1')",1783
"('620880', 'ST. PAUL W-3 P-05')",1860
"('350170', 'SVEA TWP')",31
"('70005', 'AMBOY')",278
"('740105', 'OWATONNA W-3 P-2')",1236
"('10150', 'PALISADE')",88
"('610150', 'WHITE BEAR LAKE TWP.')",315
"('21810', 'FRIDLEY W-3 P-2')",1690
"('220040', 'CLARK TWP.')",176
"('310270', 'MORSE TWP P-1')",335
"('30010', 'AUDUBON')",267
"('560186', 'FERGUS FALLS W-2 P-3')",176
"('830050', 'MADELIA')",1070
"('680040', 'DIETER TOWNSHIP')",88
"('690130', 'COTTON TWP.')",341
"('490130', 'LITTLE FALLS W-3')",1264
"('250190', 'WANAMINGO')",616
"('271785', 'MINNEAPOLIS W-9 P-08')",232
"('730125', 'KIMBALL')",431
"('600130', 'EAST GRAND FORKS W-3')",531
"('590065', 'JASPER')",298
"('500030', 'AUSTIN W-2 P-1')",1838
"('140075', 'GEORGETOWN CITY')",40
"('20515', 'BLAINE W-3 P-3')",1589
"('90180', 'WRENSHALL TWP')",293
"('10030', 'CLARK TWP')",87
"('700070', 'NEW MARKET TWP.')",2451
"('730050', 'COLLEGEVILLE TWP P1')",1305
"('790070', 'LAKE CITY P-2')",774
"('530100', 'LORAIN TWP.')",188
"('691005', 'UNORG. PRCT. 23')",41
"('270405', 'BROOKLYN PARK W-W P-3')",2471
"('80070', 'MILFORD TWP')",484
"('310380', 'WIRT TWP')",55
"('271260', 'MAPLE GROVE P-15')",1690
"('850085', 'NORTON TWP')",299
"('820030', 'BAYTOWN TWP.')",1360
"('690066', 'UNORG. PRCT. 22')",5
"('840113', 'NASHUA')",19
"('600380', 'RHINEHART TWP.')",74
"('580040', 'BROOK PARK TWP.')",247
"('370155', 'TEN MILE LAKE TWP.')",92
"('570075', 'REINER TWP')",61
"('270570', 'CRYSTAL W-3 P-01')",1245
"('590120', 'TROY TWP.')",164
"('610075', 'LANGHEI TWP.')",119
"('180007', 'BAXTER P2E')",1189
"('30120', 'HOLMESVILLE TWP')",347
"('700060', 'LOUISVILLE TWP.')",842
"('110205', 'PINE RIVER')",430
"('270590', 'CRYSTAL W-4 P-02')",1441
"('690050', 'BEATTY TWP.')",356
"('271190', 'MAPLE GROVE P-01')",1872
"('80050', 'HOME TWP')",323
"('600385', 'ROOME TWP.')",104
"('530070', 'KINBRAE')",7
"('490200', 'RICHARDSON TOWNSHIP')",294
"('380065', 'STONY RIVER TWP.')",127
"('310055', 'BLACKBERRY TWP')",539
"('620840', 'ST. PAUL W-3 P-01')",2090
"('270015', 'BLOOMINGTON W-1 P-09')",1431
"('540155', 'WAUKON TWP.')",54
"('600210', 'FOSSTON CITY')",814
"('540145', 'SUNDAL TWP.')",75
"('21010', 'COON RAPIDS W-1 P-2')",2201
"('290045', 'GUTHRIE TWP.')",340
"('271290', 'MAPLE GROVE P-21')",1891
"('550118', 'ROCHESTER W1 P12')",322
"('370005', 'AGASSIZ TWP.')",46
"('560105', 'DENT')",101
"('270450', 'CHAMPLIN W-1 P-01')",4194
"('180180', 'JENKINS TWP')",307
"('140190', 'MOORHEAD CITY W-3 P-6B')",1634
"('870035', 'FLORIDA TWP')",68
"('360190', 'SOUTHEAST KOOCHICHING')",41
"('192790', 'INVER GROVE HTS P-09')",1690
"('220120', 'PILOT GROVE TWP.')",90
"('240115', 'FREEMAN TWP.')",307
"('820325', 'STILLWATER W-2 P-4')",2105
"('310245', 'LONG LAKE PREC')",181
"('690210', 'DULUTH P-14')",1810
"('100075', 'HAMBURG')",321
"('10140', 'MORRISON TWP')",101
"('850115', 'ST CHARLES TWP')",320
"('430055', 'HALE TOWNSHIP')",570
"('720075', 'JESSENLAND TWP.')",332
"('120060', 'MANDT TWP')",93
"('860170', 'SOUTHSIDE TWP')",971
"('271875', 'MINNEAPOLIS W-11 P-04')",2684
"('110285', 'TURTLE LAKE TWP')",471
"('100040', 'CHASKA W-1')",3775
"('600345', 'NESBIT TWP.')",66
"('100085', 'HOLLYWOOD TWP')",687
"('770110', 'LESLIE TWP')",437
"('620260', 'MAPLEWOOD P-14')",2117
"('340175', 'WILLMAR W-1 P-1')",818
"('840090', 'KENT CITY')",43
"('470130', 'LITCHFIELD TWP.')",588
"('21405', 'COON RAPIDS W-5 P-1')",1724
"('720085', 'MOLTKE TWP.')",179
"('621240', 'ST. PAUL W-5 P-09')",1708
"('320055', 'HUNTER TWP.')",147
"('730200', 'NORTH FORK TWP')",107
"('340165', 'SUNBURG')",56
"('10038', 'UNORG 47-24 (DAVIDSON UNORG)')",28
"('10220', 'WHITE PINE TWP')",22
"('191300', 'BURNSVILLE P-10')",2342
"('620690', 'ST. PAUL W-2 P-02')",1674
"('310320', 'SPANG TWP')",153
"('690325', 'DULUTH P-34')",1709
"('340155', 'ST. JOHNS TWP.')",247
"('90075', 'CROMWELL')",111
"('180255', 'RABBIT LAKE TWP')",235
"('250055', 'GOODHUE')",577
"('80095', 'NEW ULM W-2 P-2')",865
"('730380', 'ST JOSEPH P1')",1362
"('350020', 'CLOW TWP')",21
"('590040', 'GRANGE TWP.')",132
"('580155', 'NORMAN TWP.')",181
"('180025', 'BRAINERD W-2 P-2')",755
"('150055', 'HANGAARD TWP')",2
"('280076', 'LA CRESCENT P-3')",607
"('340215', 'WILLMAR W-3 P-3')",729
"('690595', 'HERMANTOWN P-1')",2125
"('820055', 'COTTAGE GROVE P-04')",2187
"('510005', 'AVOCA')",69
"('60025', 'BIG STONE TWP')",197
"('450030', 'BIG WOODS TWP.')",25
"('272310', 'NEW HOPE P-04')",1769
"('240005', 'ALBERT LEA W-1 P-1')",2213
"('100035', 'CHANHASSEN P-2B')",2389
"('690315', 'DULUTH P-32')",1911
"('420130', 'MONROE TWP')",104
"('530190', 'WORTHINGTON TWP.')",206
"('790075', 'LAKE CITY P-3')",1016
"('310365', 'WAWINA TWP')",42
"('330020', 'BRUNSWICK TWP.')",829
"('730075', 'EDEN VALLEY')",240
"('650010', 'BEAVER FALLS TWP.')",131
"('650020', 'BIRD ISLAND')",606
"('40045', 'BENVILLE TWP')",53
"('660150', 'WHEATLAND TWP.')",824
"('870030', 'ECHO TWP')",95
"('690790', 'LINDEN GROVE TWP.')",83
"('700080', 'PRIOR LAKE P-1')",1671
"('630090', 'RIVER TWP.')",37
"('690942', 'TOWER P-2')",0
"('10155', 'PLINY TWP')",54
"('140185', 'MOORHEAD CITY W-3 P-6A')",534
"('230075', 'FOUNTAIN TWP.')",195
"('272695', 'ROCKFORD P-01')",211
"('40025', 'BEMIDJI W-2')",1301
"('280130', 'YUCATAN TWP.')",252
"('710125', 'BALDWIN TWP P1')",2117
"('250095', 'MINNEOLA TWP.')",453
"('470005', 'ACTON TWP.')",231
"('600185', 'FANNY TWP.')",63
"('820015', 'AFTON W-3 P-1')",527
"('210080', 'HOLMES CITY TWP.')",608
"('600340', 'MENTOR')",88
"('330030', 'FORD TWP.')",123
"('600250', 'GULLY')",32
"('850080', 'NEW HARTFORD TWP')",535
"('530090', 'LISMORE TWP.')",80
"('180005', 'BAXTER P1E')",2041
"('700005', 'BELLE PLAINE')",3803
"('70115', 'MANKATO W-05 P-05')",785
"('680083', 'JADIS UNORGANIZED')",12
"('192660', 'HASTINGS W-4 P-2')",1556
"('191310', 'BURNSVILLE P-11')",2217
"('320130', 'SIOUX VALLEY TWP.')",123
"('680065', 'GRIMSTAD TOWNSHIP')",93
"('520085', 'NORTH MANKATO P-4')",1407
"('690140', 'DULUTH P-1')",1501
"('320115', 'PETERSBURG TWP.')",143
"('110275', 'TORREY TWP')",93
"('530160', 'WORTHINGTON W-1 P-3')",327
"('440010', 'BEJOU')",53
"('270210', 'BROOKLYN CENTER P-03')",2393
"('220085', 'FROST')",114
"('860111', 'MAPLE LAKE TWP P-1B')",133
"('690630', 'HIBBING W-A P-4')",601
"('630085', 'RED LAKE FALLS TWP P-SE')",30
"('500185', 'ROSE CREEK')",213
"('271385', 'MINNEAPOLIS W-1 P-06')",2389
"('730192', 'MUNSON TWP P-2')",515
"('270490', 'CHANHASSEN P-02')",0
"('191230', 'BURNSVILLE P-03')",1903
"('260040', 'GORTON TWP')",38
"('840140', 'SUNNYSIDE TWP.')",93
"('550196', 'ROCHESTER W6 P2')",1831
"('830135', 'SOUTH BRANCH TWP')",163
"('270310', 'BROOKLYN PARK W-C P-3')",1855
"('600205', 'FISHER TWP.')",132
"('510105', 'LOWVILLE TWP')",107
"('50111', 'SAUK RAPIDS P-4')",1428
"('271170', 'LORETTO P-01')",426
"('320095', 'LAKEFIELD P-2')",484
"('430005', 'ACOMA TOWNSHIP')",773
"('770173', 'SWANVILLE')",1
"('870085', 'LISBON TWP')",133
"('191765', 'EAGAN P-6B')",2486
"('570045', 'KRATKA TWP')",84
"('690150', 'DULUTH P-3')",1815
"('350010', 'CANNON TWP')",10
"('690799', 'MEADOWLANDS')",59
"('621510', 'ST. PAUL W-7 P-09')",1460
"('240110', 'FREEBORN TWP.')",150
"('770165', 'STAPLES TWP')",363
"('620678', 'ST. PAUL W-1 P-16')",222
"('370065', 'GARFIELD TWP.')",77
"('194110', 'RAVENNA TWP')",1602
"('90055', 'CLOQUET W-4')",1309
"('550035', 'EYOTA')",1130
"('740135', 'OWATONNA W-5 P-2')",1376
"('272675', 'ROBBINSDALE W-4')",2235
"('10100', 'LIBBY TWP E')",21
"('670115', 'VIENNA TWP')",103
"('290022', 'CLAY TWP.')",63
"('720110', 'TRANSIT TWP.')",160
"('580135', 'MISSION CREEK TWP.')",330
"('580225', 'STURGEON LAKE TWP.')",190
"('620680', 'ST. PAUL W-2 P-01')",1567
"('330045', 'HAY BROOK TWP.')",141
"('270765', 'EDEN PRAIRIE P-16')",2614
"('490010', 'BELLE PRAIRIE TOWNSHIP')",432
"('600405', 'SCANDIA TWP.')",51
"('621400', 'ST. PAUL W-6 P-12')",1117
"('620740', 'ST. PAUL W-2 P-07')",2044
"('271240', 'MAPLE GROVE P-11')",2325
"('390080', '0080 - 3-E BAUDETTE CITY')",45
"('100125', 'WACONIA W-2')",4099
"('820155', 'HUGO W-2 P-2B')",2647
"('450165', 'MOYLAN TWP.')",66
"('40235', 'SUGAR BUSH TWP')",111
"('600265', 'HELGELAND TWP.')",29
"('110200', 'PINE LAKE TWP')",174
"('110237', 'ROGERS POINT')",1
"('140220', 'MORKEN TWP')",118
"('820175', 'LAKE ELMO P-2')",3137
"('790005', 'BELLECHESTER')",28
"('820060', 'COTTAGE GROVE P-05')",2252
"('140212', 'MOORHEAD CITY W-4 P-11')",1879
"('60005', 'AKRON TWP')",105
"('130070', 'RUSH CITY')",1115
"('110220', 'POPLAR TWP')",76
"('240095', 'CONGER')",91
"('760020', 'BENSON P-2')",893
"('510046', 'DOVRAY CITY')",44
"('240165', 'MANCHESTER')",30
"('640190', 'VESTA TWP.')",121
"('120065', 'MAYNARD')",214
"('272835', 'ST LOUIS PARK W-3 P-10')",1700
"('820450', 'WOODBURY P-16')",3319
"('540160', 'WILD RICE TWP.')",156
"('180010', 'BAY LAKE TWP')",732
"('440085', 'TWIN LAKES TWP')",262
"('580065', 'CROSBY TWP.')",57
"('340085', 'LAKE ANDREW TWP.')",745
"('490165', 'PIERZ')",797
"('380010', 'BEAVER BAY TWP. P-1')",197
"('580060', 'CLOVER TWP.')",244
"('700114', 'SAVAGE P-6')",1744
"('680175', 'SPRUCE TOWNSHIP')",358
"('621610', 'SHOREVIEW P-3')",3441
"('700110', 'SAVAGE P-2')",2044
"('120105', 'RHEIDERLAND TWP')",170
"('50100', 'SAUK RAPIDS P-1')",1285
"('400120', 'TYRONE TWP.')",346
"('140140', 'KRAGNES TWP')",187
"('271975', 'MINNEAPOLIS W-13 P-04')",1770
"('250115', 'RED WING W-1 P-2')",1263
"('840070', 'CONNELLY TWP.')",70
"('90118', 'PROGRESS UNORG')",19
"('310385', 'ZEMPLE')",39
"('192010', 'EMPIRE TWP')",1774
"('690435', 'DULUTH TWP.')",1345
"('620930', 'ST. PAUL W-3 P-10')",1667
"('410095', 'TYLER')",651
"('60086', 'ORTONVILLE TWP')",58
"('690962', 'UNORG. PRCT. 6')",1
"('450190', 'NEW SOLUM TWP.')",181
"('800095', 'VERNDALE')",299
"('240170', 'MANCHESTER TWP.')",266
"('230185', 'WHALAN')",47
"('270085', 'BLOOMINGTON W-3 P-17')",1335
"('640040', 'GRANITE ROCK TWP.')",136
"('140105', 'HAWLEY CITY')",1195
"('272465', 'PLYMOUTH W-3 P-14')",3271
"('540010', 'ADA W-2')",469
"('480030', 'EAST SIDE TWP.')",488
"('271885', 'MINNEAPOLIS W-11 P-06')",2426
"('450250', 'VEGA TWP.')",72
"('21620', 'FRIDLEY W-1 P-4')",1160
"('600370', 'QUEEN TWP.')",150
"('270565', 'CRYSTAL W-2 P-02')",1313
"('550220', 'SALEM TWP.')",771
"('400035', 'HEIDELBERG')",87
"('60095', 'PRIOR TWP')",136
"('310035', 'BASS LAKE PREC')",811
"('140150', 'MOLAND TWP')",182
"('830125', 'ST JAMES TWP')",177
"('530186', 'WORTHINGTON W-2 P-5')",714
"('240175', 'MANSFIELD TWP.')",146
"('770030', 'BRUCE TWP')",312
"('330055', 'KANABEC TWP.')",515
"('290110', 'NEVIS')",239
"('272425', 'PLYMOUTH W-1 P-06')",1344
"('20705', 'CIRCLE PINES P-1')",1211
"('390015', '0015 - 2-A GUDRID UNORG')",134
"('460130', 'LAKE FREMONT TWP.')",107
"('191770', 'EAGAN P-07')",2945
"('310195', 'GREENWAY TWP P-3')",392
"('160065', 'MAPLE HILL PREC 8A')",480
"('480115', 'PRINCETON TWP.')",1359
"('40202', 'LITTLE ROCK')",401
"('120075', 'MONTEVIDEO P-1')",1372
"('580090', 'FINLAYSON TWP.')",258
"('580055', 'CHENGWATANA TWP.')",581
"('790050', 'HYDE PARK TWP.')",148
"('770100', 'IONA TWP')",185
"('690965', 'UNORG. PRCT. 7')",174
"('240190', 'NEWRY TWP.')",253
"('850165', 'WINONA W-1 P-3')",719
"('70165', 'MANKATO W-02 P-15')",3535
"('740120', 'OWATONNA W-4 P-2')",1630
"('440070', 'PEMBINA TWP')",286
"('860190', 'WOODLAND TWP')",695
"('600015', 'BADGER TWP.')",64
"('700158', 'SHAKOPEE P-13')",175
"('870120', 'POSEN TWP')",146
"('820350', 'STILLWATER TWP.')",1497
"('220035', 'BRUSH CREEK TWP.')",130
"('750115', 'SYNNES TWP.')",48
"('271935', 'MINNEAPOLIS W-12 P-07')",168
"('500090', 'DEXTER')",198
"('120120', 'STONEHAM TWP')",161
"('560360', 'PERHAM')",1797
"('690510', 'FAYAL TWP.')",1361
"('550168', 'ROCHESTER W4 P8')",847
"('271475', 'MINNEAPOLIS W-3 P-04')",1098
"('230035', 'CANTON TWP.')",165
"('430060', 'HASSAN VALLEY TOWNSHIP')",418
"('860145', 'ROCKFORD')",2153
"('610115', 'ROLLING FORKS TWP.')",85
"('180115', 'EMILY CITY')",584
"('70155', 'MANKATO W-04 P-13')",1010
"('730404', 'ST ROSA')",41
"('272295', 'NEW HOPE P-02')",1819
"('180155', 'IDEAL TWP')",872
"('470055', 'DASSEL TWP.')",968
"('271780', 'MINNEAPOLIS W-9 P-07')",1259
"('280005', 'BLACK HAMMER TWP.')",165
"('840005', 'AKRON TWP.')",93
"('270120', 'BLOOMINGTON W-4 P-03')",1828
"('271610', 'MINNEAPOLIS W-6 P-02')",2332
"('560415', 'TRONDHJEM TWP')",135
"('460205', 'WELCOME')",368
"('50015', 'GILMAN')",124
"('640140', 'SEAFORTH')",50
"('500055', 'AUSTIN W-3 P-2')",1891
"('680140', 'POPLAR GROVE TOWNSHIP')",60
"('610110', 'RENO TWP.')",259
"('110055', 'BOY RIVER TWP')",49
"('110155', 'LONGVILLE')",117
"('330015', 'BRAHAM')",0
"('310285', 'NASHWAUK TWP')",465
"('350040', 'GRANVILLE TWP')",51
"('230005', 'AMHERST TWP.')",165
"('290085', 'LAKE GEORGE TWP.')",249
"('272015', 'MINNEAPOLIS W-13 P-12')",1074
"('640120', 'REDWOOD FALLS W-3')",1064
"('690950', 'UNORG. PRCT. 5')",191
"('610095', 'MINNEWASKA TWP.')",350
"('690780', 'LEIDING TWP.')",265
"('210125', 'MILLERVILLE TWP.')",220
"('271565', 'MINNEAPOLIS W-5 P-03')",1565
"('410025', 'DRAMMEN TWP')",58
"('310249', 'MARCELL TWP')",298
"('560325', 'OTTER TAIL TWP')",438
"('690785', 'LEONIDAS')",36
"('271615', 'MINNEAPOLIS W-6 P-03')",2781
"('40040', 'BEMIDJI W-5')",1652
"('410090', 'SHAOKATAN TWP')",127
"('621750', 'WHITE BEAR LAKE W-2 P-1')",3491
"('250050', 'FLORENCE TWP.')",1081
"('850105', 'ROLLINGSTONE TWP')",453
"('271135', 'HOPKINS P-06')",2058
"('760055', 'DEGRAFF')",74
"('760045', 'CLONTARF TWP.')",52
"('20335', 'BLAINE W-1 P-7')",1163
"('40150', 'MAPLE RIDGE TWP')",74
"('193010', 'LAKEVILLE P-11')",2434
"('10090', 'LAKESIDE TWP')",314
"('830025', 'DARFUR')",35
"('40115', 'JONES TWP')",146
"('730055', 'COLLEGEVILLE TWP P2')",876
"('580175', 'PINE CITY')",1604
"('520015', 'BRIGHTON TOWNSHIP')",81
"('272430', 'PLYMOUTH W-2 P-07')",3104
"('170010', 'AMO TWP')",84
"('272005', 'MINNEAPOLIS W-13 P-10')",1085
"('600240', 'GRAND FORKS TWP.')",99
"('620250', 'MAPLEWOOD P-13')",1825
"('690850', 'NORMANNA TWP.')",513
"('290010', 'AKELEY TWP.')",345
"('340195', 'WILLMAR W-2 P-2')",1016
"('410055', 'LAKE BENTON')",374
"('10215', 'WEALTHWOOD TWP')",219
"('560195', 'FERGUS FALLS W-3 P-2')",1040
"('10130', 'MACVILLE TWP')",108
"('140115', 'HIGHLAND GROVE TWP')",170
"('550215', 'ROCK DELL TWP.')",442
"('730045', 'COLD SPRING')",2275
"('670050', 'KENNETH')",30
"('22410', 'NOWTHEN P-2A')",1020
"('500200', 'TAOPI')",25
"('271845', 'MINNEAPOLIS W-10 P-09')",2484
"('620920', 'ST. PAUL W-3 P-09')",2442
"('691035', 'VERMILION LAKE TWP.')",222
"('110195', 'PILLAGER')",249
"('470110', 'LITCHFIELD W-2')",789
"('460120', 'JAY TWP.')",167
"('90095', 'KETTLE RIVER')",98
"('20410', 'BLAINE W-2 P-2A')",1251
"('690031', 'UNORG. PRCT. 3')",48
