ID_NAME_PAIR,NUM_REGISTERED_VOTERS
"('820035', 'BIRCHWOOD VILLAGE CITY')",670
"('272130', 'MINNETONKA W-2 P-C')",2080
"('270220', 'BROOKLYN CENTER P-05')",2818
"('370060', 'FREELAND TWP.')",65
"('350175', 'TEGNER TWP')",32
"('640155', 'SPRINGDALE TWP.')",115
"('500155', 'MARSHALL TWP.')",200
"('370030', 'BOYD')",86
"('120015', 'CRATE TWP')",128
"('790150', 'WABASHA W-3')",485
"('680090', 'LAONA TOWNSHIP')",305
"('570010', 'BRAY TWP')",42
"('810050', 'NEW RICHLAND CITY')",663
"('270215', 'BROOKLYN CENTER P-04')",2703
"('100070', 'DAHLGREN TWP P-1')",858
"('20835', 'COLUMBIA HEIGHTS P-7')",1381
"('730100', 'GETTY TWP')",175
"('272645', 'ROBBINSDALE W-1')",2280
"('140015', 'BARNESVILLE CITY W-2')",460
"('690655', 'HIBBING W-C P-9')",1218
"('860025', 'BUFFALO P-2')",2570
"('580095', 'FLEMING TWP.')",70
"('340100', 'LAKE LILLIAN TWP.')",119
"('70245', 'SOUTH BEND TWP')",854
"('20430', 'BLAINE W-2 P-4B')",1403
"('850215', 'WINONA W-4 P-1')",826
"('500170', 'RACINE')",227
"('820305', 'SCANDIA')",2860
"('730418', 'SARTELL P-3')",1370
"('30025', 'CALLAWAY')",113
"('820405', 'WOODBURY P-07')",2408
"('271400', 'MINNEAPOLIS W-1 P-09')",2536
"('560090', 'DEAD LAKE TWP')",366
"('830095', 'ST JAMES CITY W-1')",1168
"('280090', 'MONEY CREEK TWP.')",397
"('690895', 'PROCTOR')",1931
"('700119', 'SHAKOPEE P-1')",2216
"('200070', 'RIPLEY TWP.')",115
"('670025', 'DENVER TWP')",87
"('272825', 'ST LOUIS PARK W-2 P-08')",1907
"('470010', 'CEDAR MILLS')",31
"('820370', 'WILLERNIE')",304
"('530055', 'GRAND PRAIRIE TWP.')",130
"('170100', 'SOUTHBROOK TWP')",46
"('660115', 'NORTHFIELD TWP.')",574
"('840155', 'WOLVERTON TWP.')",74
"('180170', 'IRONTON CITY')",330
"('350120', 'PELAN TWP')",28
"('530105', 'OLNEY TWP.')",102
"('720082', 'LE SUEUR')",0
"('470060', 'EDEN VALLEY')",284
"('192510', 'HAMPTON TWP')",573
"('270985', 'GOLDEN VALLEY P-1')",1675
"('730312', 'ST CLOUD W3 P4')",921
"('320030', 'DES MOINES TWP.')",166
"('790160', 'WEST ALBANY TWP.')",254
"('250015', 'BELVIDERE TWP.')",278
"('192990', 'LAKEVILLE P-09')",1925
"('610105', 'NORA TWP.')",122
"('340095', 'LAKE LILLIAN')",137
"('850220', 'WINONA W-4 P-2')",809
"('730155', 'LYNDEN TWP')",1230
"('760095', 'KERKHOVEN TWP.')",161
"('480055', 'ISLE HARBOR TWP.')",349
"('271590', 'MINNEAPOLIS W-5 P-08')",2100
"('470105', 'LITCHFIELD W-1')",809
"('770085', 'GREY EAGLE TWP')",397
"('640175', 'UNDERWOOD TWP.')",112
"('820340', 'STILLWATER W-4 P-7')",1954
"('410035', 'HENDRICKS')",364
"('810045', 'JANESVILLE TWP.')",335
"('271660', 'MINNEAPOLIS W-7 P-04D')",2346
"('192250', 'FARMINGTON P-5')",2366
"('690821', 'UNORG. PRCT. 24')",49
"('192800', 'INVER GROVE HTS P-10')",1874
"('690620', 'HIBBING W-A P-2')",267
"('140145', 'KURTZ TWP')",158
"('820145', 'HUGO W-1 P-1')",3106
"('100140', 'WATERTOWN TWP')",845
"('730110', 'GROVE TWP')",294
"('270745', 'EDEN PRAIRIE P-12')",2160
"('140155', 'MOORHEAD CITY W-1 P-1A')",2355
"('340120', 'NORWAY LAKE TWP.')",182
"('70140', 'MANKATO W-04 P-10')",1483
"('850035', 'GOODVIEW P-1')",1138
"('270075', 'BLOOMINGTON W-3 P-05')",2340
"('270700', 'EDEN PRAIRIE P-03')",1863
"('690591', 'UNORG. PRCT. 1')",40
"('780075', 'TINTAH TWP.')",24
"('740145', 'OWATONNA TWP.')",437
"('191750', 'EAGAN P-5A')",2795
"('200035', 'ELLINGTON TWP.')",168
"('130075', 'RUSHSEBA TWP')",479
"('193510', 'MIESVILLE')",84
"('700084', 'PRIOR LAKE P-2')",1419
"('400100', 'MONTGOMERY TWP.')",410
"('530080', 'LEOTA TWP.')",264
"('510130', 'SKANDIA TWP')",77
"('690520', 'FINE LAKES TWP.')",80
"('140215', 'MOORHEAD TWP P-1')",116
"('430025', 'COLLINS TOWNSHIP')",286
"('340015', 'BLOMKEST')",113
"('850195', 'WINONA W-3 P-1')",1187
"('230095', 'JORDAN TWP.')",240
"('650185', 'WINFIELD TWP.')",129
"('510025', 'CHANARAMBIE TWP')",121
"('40215', 'SHOTLEY TWP')",28
"('30105', 'GREEN VALLEY TWP')",202
"('700055', 'JORDAN P-2')",1118
"('272610', 'RICHFIELD W-3 P-08')",1733
"('621020', 'ST. PAUL W-4 P-03')",2054
"('270132', 'BLOOMINGTON W-4 P-32')",1459
"('620630', 'ST. PAUL W-1 P-10')",459
"('270420', 'BROOKLYN PARK W-W P-6')",534
"('730330', 'ST CLOUD W4 P1')",1086
"('440040', 'ISLAND LAKE TWP')",141
"('550200', 'ROCHESTER W6 P4')",1657
"('450265', 'VIKING TWP.')",100
"('550158', 'ROCHESTER W4 P3')",932
"('620870', 'ST. PAUL W-3 P-04')",1348
"('600225', 'GARFIELD TWP.')",276
"('480075', 'MILACA TWP.')",935
"('380070', 'TWO HARBORS W-1')",550
"('140225', 'OAKPORT TWP')",269
"('370010', 'ARENA TWP.')",77
"('820215', 'MAY TWP.')",2099
"('500110', 'GRAND MEADOW')",637
"('450105', 'GRAND PLAIN TWP.')",32
"('272000', 'MINNEAPOLIS W-13 P-09')",2701
"('70075', 'LIME TWP')",624
"('500210', 'WALTHAM')",88
"('620070', 'FALCON HEIGHTS P-2')",1655
"('621000', 'ST. PAUL W-4 P-01')",1582
"('440005', 'BEAULIEU TWP')",57
"('10185', 'SPENCER TWP')",375
"('220030', 'BRICELYN')",203
"('272255', 'MOUND P-2')",1565
"('450125', 'HUNTLY TWP.')",53
"('230115', 'NORWAY TWP.')",219
"('70235', 'SHELBY TWP')",172
"('310096', 'DEER RIVER P-2')",445
"('850070', 'MINNESOTA CITY')",125
"('610022', 'BROOTEN')",0
"('460150', 'ORMSBY')",34
"('270080', 'BLOOMINGTON W-3 P-11')",1407
"('870075', 'HAZEL RUN')",33
"('630030', 'GERVAIS TWP.')",137
"('30155', 'OSAGE TWP')",491
"('30065', 'DETROIT LAKES W2 P1')",1710
"('550050', 'HAVERHILL TWP')",1010
"('620160', 'MAPLEWOOD P-04')",981
"('260080', 'NORCROSS')",39
"('650165', 'SACRED HEART TWP.')",178
"('790115', 'PEPIN TWP.')",267
"('210100', 'LA GRAND TWP.')",3000
"('600235', 'GODFREY TWP.')",207
"('90140', 'SILVER BROOK TWP')",432
"('271015', 'GOLDEN VALLEY P-6')",2041
"('271755', 'MINNEAPOLIS W-9 P-02')",2513
"('272248', 'MINNETRISTA P-4A')",1504
"('690160', 'DULUTH P-5')",1589
"('250220', 'ZUMBROTA TWP.')",400
"('340210', 'WILLMAR W-3 P-2')",605
"('271255', 'MAPLE GROVE P-14')",1536
"('420160', 'STANLEY TWP')",148
"('530125', 'SEWARD TWP.')",133
"('870110', 'OSHKOSH TWP')",128
"('520020', 'CITY OF COURTLAND')",447
"('272820', 'ST LOUIS PARK W-2 P-07')",2528
"('691055', 'VIRGINIA P-4')",858
"('600450', 'WINGER TWP.')",85
"('730399', 'ST MARTIN')",179
"('600410', 'SLETTEN TWP.')",90
"('790025', 'GILLFORD TWP.')",299
"('730165', 'MEIRE GROVE')",74
"('730065', 'CROW RIVER TWP')",156
"('310370', 'WELLERS-MCCORMICK PREC 1')",17
"('420095', 'MARSHALL W-1')",2168
"('310085', 'COLERAINE')",1161
"('271505', 'MINNEAPOLIS W-4 P-01')",1748
"('430020', 'BROWNTON CITY')",412
"('690590', 'HALDEN TWP.')",93
"('500015', 'AUSTIN W-1 P-1')",1938
"('680075', 'HUSS TOWNSHIP')",77
"('210115', 'LUND TWP.')",225
"('330060', 'KNIFE LAKE TWP.')",739
"('130060', 'NESSEL TWP')",1269
"('730215', 'PAYNESVILLE TWP')",940
"('192940', 'LAKEVILLE P-04')",2114
"('450255', 'VELDT TWP.')",23
"('560170', 'FERGUS FALLS W-1 P-1')",851
"('430095', 'HUTCHINSON TOWNSHIP')",775
"('540105', 'MARY TWP.')",45
"('460105', 'FRASER TWP.')",155
"('140270', 'VIDING TWP')",62
"('271230', 'MAPLE GROVE P-09')",2068
"('272605', 'RICHFIELD W-3 P-01')",1523
"('670077', 'LUVERNE TWP P2')",155
"('740005', 'AURORA TWP.')",343
"('621120', 'ST. PAUL W-4 P-13')",1633
"('730020', 'AVON')",923
"('450170', 'NELSON PARK TWP.')",82
"('680035', 'DEWEY TOWNSHIP')",85
"('270775', 'EDEN PRAIRIE P-18')",2557
"('310255', 'MAX TWP')",62
"('700117', 'SAVAGE P-8')",1180
"('70120', 'MANKATO W-05 P-06')",1101
"('272445', 'PLYMOUTH W-2 P-10')",1459
"('320040', 'EWINGTON TWP.')",139
"('560405', 'SVERDRUP TWP')",426
"('240215', 'SHELL ROCK TWP.')",220
"('21015', 'COON RAPIDS W-1 P-3')",1806
"('90010', 'AUTOMBA TWP')",96
"('21205', 'COON RAPIDS W-3 P-1')",1644
"('250085', 'LAKE CITY')",509
"('360090', 'LITTLEFORK')",365
"('440030', 'GREGORY TWP')",51
"('30115', 'HEIGHT OF LAND TWP')",393
"('270500', 'CORCORAN P-01')",1956
"('660105', 'NORTHFIELD W-3 P-1')",1763
"('621490', 'ST. PAUL W-7 P-07')",1127
"('194440', 'SOUTH ST PAUL P-4')",768
"('350075', 'HUMBOLDT')",21
"('70145', 'MANKATO W-01 P-11')",1795
"('50025', 'GLENDORADO TWP')",502
"('790040', 'HAMMOND')",74
"('272355', 'ORONO P-01')",1644
"('22905', 'RAMSEY W-4 P-1')",1922
"('800050', 'NIMROD')",43
"('270855', 'EDINA P-01B')",1927
"('140205', 'MOORHEAD CITY W-4 P-9')",1012
"('271940', 'MINNEAPOLIS W-12 P-08')",1116
"('100110', 'SAN FRANCISCO TWP')",633
"('621070', 'ST. PAUL W-4 P-08')",2143
"('830010', 'ANTRIM TWP')",145
"('140210', 'MOORHEAD CITY W-4 P-10')",983
"('550210', 'ROCHESTER TWP P-1')",1260
"('710105', 'SANTIAGO TWP')",1065
"('530170', 'WORTHINGTON W-2 P-1')",1036
"('271370', 'MINNEAPOLIS W-1 P-03')",2385
"('100117', 'VICTORIA P-2')",2043
"('350135', 'RICHARDVILLE TWP')",73
"('180080', 'CROW WING TWP P-1')",1152
"('290037', 'FARDEN TWP. P-2')",60
"('680130', 'POHLITZ TOWNSHIP')",16
"('770190', 'WEST UNION TWP')",170
"('271625', 'MINNEAPOLIS W-6 P-05')",1225
"('180185', 'BLUE PRECINCT')",1489
"('271350', 'MEDINA P-1A')",1551
"('690605', 'HERMANTOWN P-3')",2222
"('500180', 'RED ROCK TWP.')",466
"('21910', 'HAM LAKE P-2')",2000
"('610050', 'GLENWOOD P-2')",219
"('540080', 'HOME LAKE TWP.')",69
"('540140', 'STRAND TWP.')",63
"('630020', 'EQUALITY TWP.')",71
"('240060', 'ALBERT LEA TWP. P-1')",405
"('380090', 'TWO HARBORS W-3')",568
"('440075', 'POPPLE GROVE TWP')",72
"('850160', 'WINONA W-1 P-2')",1202
"('140175', 'MOORHEAD CITY W-2 P-5A')",667
"('271770', 'MINNEAPOLIS W-9 P-05')",612
"('271490', 'MINNEAPOLIS W-3 P-07')",2363
"('700020', 'CEDAR LAKE TWP.')",1951
"('250185', 'WACOUTA TWP.')",316
"('690180', 'DULUTH P-9')",1200
"('500165', 'PLEASANT VALLEY')",196
"('140005', 'ALLIANCE TWP')",136
"('800100', 'WADENA P-1')",743
"('180165', 'RIVERTON CITY')",65
"('90145', 'SILVER TWP')",306
"('750060', 'HORTON TWP.')",111
"('240155', 'HOLLANDALE')",172
"('610060', 'GROVE LAKE TWP.')",167
"('270860', 'EDINA P-02')",1485
"('180215', 'MISSION TWP')",591
"('80160', 'STATELY TWP')",105
"('530180', 'WORTHINGTON W-2 P-3')",370
"('550096', 'ROCHESTER W1 P1')",848
"('720100', 'SEVERANCE TWP.')",129
"('730317', 'ST CLOUD W3 P6')",1269
"('600375', 'REIS TWP.')",31
"('520045', 'LAKE PRAIRIE TOWNSHIP')",453
"('670085', 'MAGNOLIA TWP')",132
"('600290', 'JOHNSON TWP.')",23
"('550060', 'KALMAR TWP.')",741
"('90155', 'SPLIT ROCK TWP')",92
"('271295', 'MAPLE GROVE P-22')",1803
"('20130', 'ANOKA P-6')",1444
"('760050', 'DANVERS')",63
"('530030', 'DEWALD TWP.')",156
"('271970', 'MINNEAPOLIS W-13 P-03')",1638
"('271945', 'MINNEAPOLIS W-12 P-09')",1739
"('450215', 'SINNOTT TWP.')",16
"('700160', 'SPRING LAKE TWP')",2415
"('40085', 'FUNKLEY')",8
"('330105', 'WHITED TWP.')",570
"('140055', 'ELMWOOD TWP')",259
"('350025', 'DAVIS TWP')",25
"('460025', 'EAST CHAIN TWP.')",191
"('330065', 'KROSCHEL TWP.')",135
"('691011', 'CAMP 5 TWP.')",23
"('610120', 'SEDAN')",20
"('700112', 'SAVAGE P-4')",2648
"('400080', 'LE SUEUR W-2')",901
"('194450', 'SOUTH ST PAUL P-5')",3565
"('840120', 'NORDICK TWP.')",53
"('230025', 'BRISTOL TWP.')",156
"('120025', 'GRANITE FALLS W-2')",574
"('270040', 'BLOOMINGTON W-2 P-13')",1991
"('193420', 'MENDOTA HTS P-2')",1748
"('730360', 'ST CLOUD W4 P7')",2471
"('450210', 'ROLLIS TWP.')",70
"('760140', 'TARA TWP.')",58
"('271485', 'MINNEAPOLIS W-3 P-06')",2990
"('130080', 'SHAFER')",556
"('700097', 'PRIOR LAKE P-7')",2030
"('500120', 'LANSING TWP.')",572
"('272385', 'OSSEO P-01')",1648
"('490120', 'LITTLE FALLS W-1')",1454
"('90130', 'SAWYER UNORG')",205
"('280125', 'WINNEBAGO TWP.')",145
"('300057', 'SAINT FRANCIS P-3')",2
"('10055', 'HAUGEN TWP')",114
"('570055', 'NORDEN TWP')",255
"('690020', 'ANGORA TWP.')",154
"('621330', 'ST. PAUL W-6 P-05')",2111
"('560220', 'FRIBERG TWP')",493
"('630040', 'LAMBERT TWP.')",69
"('170040', 'DELTON TWP')",73
"('230070', 'FOUNTAIN')",242
"('420140', 'ROCK LAKE TWP')",166
"('90040', 'CLOQUET W-1')",1509
"('840050', 'BRECKENRIDGE TWP.')",136
"('330050', 'HILLMAN TWP.')",257
"('820100', 'DENMARK TWP.')",1265
"('550124', 'ROCHESTER W2 P2')",1756
"('690550', 'GILBERT')",1066
"('820375', 'WOODBURY P-01')",2254
"('460015', 'CEYLON')",199
"('750105', 'STEVENS TWP.')",42
"('220100', 'KIESTER TWP.')",152
"('440020', 'CHIEF TWP')",51
"('271650', 'MINNEAPOLIS W-7 P-02D')",1534
"('260015', 'DELAWARE TWP')",64
"('860090', 'FRENCH LAKE TWP')",716
"('820130', 'GRANT')",3085
"('520075', 'NORTH MANKATO P-2')",1195
"('180100', 'DEAN LAKE PREC')",66
"('180095', 'WHITE PRECINCT')",1009
"('420085', 'LYND TWP')",271
"('620760', 'ST. PAUL W-2 P-09')",1989
"('120130', 'WATSON')",114
"('770188', 'WEST UNION')",45
"('840135', 'ROTHSAY CITY')",194
"('280085', 'MAYVILLE TWP.')",237
"('560400', 'STAR LAKE TWP')",304
"('730185', 'MILLWOOD TWP')",676
"('600080', 'CROOKSTON W-4')",531
"('600390', 'ROSEBUD TWP.')",222
"('280115', 'UNION TWP.')",227
"('240160', 'LONDON TWP.')",181
"('220135', 'SEELY TWP.')",114
"('21820', 'FRIDLEY W-3 P-4')",1101
"('150090', 'MOOSE CREEK TWP')",166
"('272125', 'MINNETONKA W-2 P-B')",1931
"('191330', 'BURNSVILLE P-13')",2544
"('690320', 'DULUTH P-33')",971
"('80115', 'NEW ULM W-4 P-2')",1082
"('90185', 'WRIGHT')",49
"('70045', 'GARDEN CITY TWP')",484
"('700138', 'SHAKOPEE P-8')",1607
"('460210', 'WESTFORD TWP.')",186
"('290130', 'SCHOOLCRAFT TWP.')",81
"('40130', 'LAMMERS TWP')",328
"('690505', 'FAIRBANKS TWP.')",52
"('271810', 'MINNEAPOLIS W-10 P-02')",3599
"('580240', 'WINDEMERE TWP.')",1084
"('180015', 'BRAINERD W-1 P-1')",788
"('710050', 'ELK RIVER W2 P2A')",1824
"('272735', 'SHOREWOOD P-4')",2045
"('200007', 'BYRON P-2')",0
"('690665', 'HIBBING W-E P-11')",1933
"('550162', 'ROCHESTER W4 P5')",1248
"('380040', 'SILVER BAY P-1')",383
"('860130', 'MONTICELLO TWP')",2027
"('621530', 'ST. PAUL W-7 P-11')",1277
"('740040', 'HAVANA TWP.')",384
"('690040', 'BALKAN TWP.')",580
"('271275', 'MAPLE GROVE P-18')",2084
"('272185', 'MINNETONKA W-4 P-A')",1147
"('530060', 'HERSEY TWP.')",125
"('210085', 'HUDSON TWP.')",625
"('90105', 'MAHTOWA TWP')",395
"('760080', 'HEGBERT TWP.')",57
"('600430', 'TRAIL')",33
"('271265', 'MAPLE GROVE P-16')",2035
"('100150', 'YOUNG AMERICA TWP')",484
"('690525', 'FLOODWOOD P-1')",288
"('22215', 'LINO LAKES P-3')",1529
"('600400', 'SANDSVILLE TWP.')",36
"('490135', 'LITTLE FALLS TOWNSHIP')",1091
"('840110', 'MITCHELL TWP.')",58
"('192920', 'LAKEVILLE P-02')",3013
"('180210', 'MAPLE GROVE TWP')",479
"('310175', 'GRATTAN TWP')",31
"('700120', 'SHAKOPEE P-2')",1792
"('600170', 'ESTHER TWP.')",103
"('700100', 'SAND CREEK TWP.')",1001
"('270315', 'BROOKLYN PARK W-C P-4')",1588
"('110305', 'WALKER')",624
"('271870', 'MINNEAPOLIS W-11 P-03')",2193
"('310076', 'CARPENTER TWP')",112
"('600150', 'EAST GRAND FORKS W-5')",961
"('271685', 'MINNEAPOLIS W-7 P-09')",2434
"('620540', 'ST. PAUL W-1 P-01')",1129
"('110110', 'GOULD TWP')",132
"('272150', 'MINNETONKA W-3 P-B')",1387
"('272200', 'MINNETONKA W-4 P-D')",1703
"('580223', 'STURGEON LAKE P-2')",5
"('860141', 'OTSEGO P-2A')",3991
"('270095', 'BLOOMINGTON W-3 P-19')",2114
"('350035', 'DONALDSON')",13
"('560005', 'AASTAD TWP')",126
"('590110', 'SWEET TWP.')",200
"('30170', 'RICHWOOD TWP')",386
"('650180', 'WELLINGTON TWP.')",112
"('570125', 'THIEF RIVER FALLS (1B)')",465
"('600110', 'EAST GRAND FORKS W-1')",1138
"('240125', 'GENEVA TWP.')",275
"('560345', 'PARKERS PRAIRIE TWP')",239
"('90030', 'BLACKHOOF TWP')",602
"('600355', 'NORTHLAND TWP.')",96
"('21905', 'HAM LAKE P-1')",1423
"('10230', 'WORKMAN TWP')",134
"('560230', 'GORMAN TWP')",324
"('270910', 'EDINA P-12')",719
"('790110', 'OAKWOOD TWP.')",237
"('360075', 'KOOCHICHING POLL 1')",695
"('860120', 'MIDDLEVILLE TWP')",640
"('600435', 'TYNSID TWP.')",34
"('560215', 'FOLDEN TWP')",181
"('40200', 'REDBY PREC')",619
"('20030', 'ANDOVER P-6')",1725
"('140080', 'GEORGETOWN TWP')",77
"('340070', 'IRVING TWP.')",658
"('520115', 'RIDGELY TOWNSHIP')",72
"('520040', 'LAFAYETTE TOWNSHIP')",436
"('400140', 'WATERVILLE TWP.')",459
"('340040', 'EDWARDS TWP.')",163
"('820185', 'LAKELAND SHORES')",233
"('30110', 'HAMDEN TWP')",131
"('194910', 'WEST ST PAUL W-1 P-1')",2248
"('560150', 'ELMO TWP')",173
"('360080', 'KOOCHICHING POLL 2')",357
"('272435', 'PLYMOUTH W-2 P-08')",1688
"('780080', 'WALLS TWP.')",49
"('100080', 'HANCOCK TWP')",227
"('640030', 'DELHI TWP.')",213
"('191360', 'BURNSVILLE P-16')",2332
"('150065', 'ITASCA TWP')",95
"('680110', 'MOOSE TOWNSHIP')",77
"('20015', 'ANDOVER P-3')",2291
"('770060', 'EAGLE VALLEY TWP')",245
"('620290', 'MOUNDS VIEW P-1')",2106
"('730180', 'MELROSE TWP')",479
"('191240', 'BURNSVILLE P-04')",2491
"('720105', 'SIBLEY TWP.')",162
"('770185', 'WARD TWP')",314
"('700136', 'SHAKOPEE P-6')",2302
"('680070', 'HEREIM TOWNSHIP')",157
"('340065', 'HOLLAND TWP.')",223
"('730135', 'LAKE GEORGE TWP')",147
"('690615', 'HIBBING W-A P-1')",397
"('730140', 'LAKE HENRY TWP')",153
"('60060', 'MALTA TWP')",44
"('520035', 'CITY OF LAFAYETTE')",295
"('400075', 'LE SUEUR W-1')",1272
"('690470', 'EMBARRASS TWP.')",392
"('680185', 'STOKES TOWNSHIP')",134
"('20010', 'ANDOVER P-2')",1992
"('21425', 'COON RAPIDS W-5 P-5')",1492
"('220125', 'PRESCOTT TWP.')",111
"('40260', 'TURTLE LAKE TWP')",919
"('20810', 'COLUMBIA HEIGHTS P-2')",1491
"('100090', 'LAKETOWN TWP')",1252
"('530095', 'LITTLE ROCK TWP.')",113
"('320080', 'KIMBALL TWP.')",79
"('410080', 'MARSHFIELD TWP')",145
"('310151', 'GRAND RAPIDS P-3')",1114
"('621470', 'ST. PAUL W-7 P-05')",1307
"('120005', 'BIG BEND TWP')",159
"('230050', 'CHATFIELD')",924
"('180260', 'ROOSEVELT TWP')",352
"('350125', 'PERCY TWP')",28
"('450200', 'OSLO')",113
"('110300', 'WALDEN TWP')",257
"('730285', 'ST CLOUD W1 P6')",1081
"('191410', 'CASTLE ROCK TWP')",886
"('780065', 'TAYLOR TWP.')",61
"('690820', 'MOUNTAIN IRON P-1')",928
"('621460', 'ST. PAUL W-7 P-04')",907
"('860085', 'FRANKLIN TWP')",1922
"('560315', 'OSCAR TWP')",131
"('30230', 'WHITE EARTH TWP')",213
"('200051', 'KASSON P-2')",2581
"('730150', 'LUXEMBURG TWP')",380
"('40080', 'FROHN TWP')",939
"('630087', 'RED LAKE FALLS TWP P-SW')",25
"('30195', 'SILVER LEAF TWP')",276
"('820195', 'LANDFALL')",303
"('560160', 'ERHARDS GROVE TWP')",276
"('600350', 'NIELSVILLE')",43
"('860070', 'DAYTON')",31
"('670010', 'BEAVER CREEK')",159
"('810035', 'JANESVILLE CITY')",1359
"('300005', 'ATHENS TWP')",1244
"('40032', 'BEMIDJI W-3 P-2')",224
"('460095', 'FAIRMONT TWP.')",186
"('800110', 'WADENA P-3')",758
"('271620', 'MINNEAPOLIS W-6 P-04')",2331
"('250090', 'LEON TWP.')",613
"('690045', 'BASSETT TWP.')",29
"('70195', 'MANKATO TWP P-1')",157
"('140025', 'BARNESVILLE TWP')",111
"('690925', 'STONEY BROOK TWP.')",175
"('690085', 'CANOSIA TWP.')",1491
"('570090', 'ROCKSBURY TWP WEST')",337
"('450085', 'ESPELIE TWP.')",21
"('150100', 'PINE LAKE TWP')",211
"('570060', 'NORTH TWP')",406
"('400110', 'OTTAWA TWP.')",185
"('210065', 'EVANSVILLE TWP.')",160
"('330040', 'GRASSTON')",80
"('690999', 'UNORG. PRCT. 11')",64
"('230195', 'YORK TWP.')",190
"('30082', 'EAGLE VIEW TWP')",87
"('260090', 'PELICAN LAKE TWP')",322
"('691140', 'WILLOW VALLEY TWP.')",68
"('220010', 'BLUE EARTH W-1')",564
"('730130', 'KRAIN TWP')",594
"('820295', 'ST. PAUL PARK P-3')",1161
"('730042', 'CLEARWATER')",0
"('191140', 'APPLE VALLEY P-14')",2339
"('191050', 'APPLE VALLEY P-5A')",1844
"('600160', 'EDEN TWP.')",114
"('670055', 'LUVERNE W-1 NE')",1175
"('520110', 'OSHAWA TOWNSHIP')",358
"('810115', 'WOODVILLE TWP.')",913
"('700037', 'ELKO NEW MARKET')",2638
"('210060', 'EVANSVILLE')",359
"('80110', 'NEW ULM W-4 P-1')",1096
"('710090', 'ST CLOUD W2 P5')",802
"('560370', 'PINE LAKE TWP')",482
"('270880', 'EDINA P-06')",1915
"('300040', 'ISANTI TWP')",1510
"('730410', 'ST WENDEL TWP')",1462
"('550080', 'ORONOCO')",984
"('760060', 'DUBLIN TWP.')",87
"('450025', 'AUGSBURG TWP.')",37
"('272590', 'RICHFIELD W-2 P-02')",2896
"('550154', 'ROCHESTER W4 P1')",1665
"('220080', 'FOSTER TWP.')",170
"('110247', 'SALEM TWP P-2')",0
"('10065', 'HILL CITY')",322
"('191350', 'BURNSVILLE P-15')",2457
"('760070', 'FAIRFIELD TWP.')",84
"('460195', 'TRUMAN')",636
"('621030', 'ST. PAUL W-4 P-04')",1822
"('570165', 'THIEF RIVER FALLS (4)')",797
"('820105', 'FOREST LAKE P-1')",2312
"('271825', 'MINNEAPOLIS W-10 P-05A')",1573
"('650035', 'BROOKFIELD TWP.')",98
"('790170', 'ZUMBRO FALLS')",111
"('271440', 'MINNEAPOLIS W-2 P-07')",773
"('750055', 'HODGES TWP.')",184
"('870070', 'HANLEY FALLS')",134
"('160030', 'CASCADE PREC 7')",377
"('690860', 'ORR')",155
"('272405', 'PLYMOUTH W-1 P-02')",3745
"('191070', 'APPLE VALLEY P-07')",2410
"('370115', 'MANFRED TWP.')",51
"('800032', 'LEAF RIVER TWP P-2')",136
"('560040', 'BUSE TWP')",338
"('180008', 'BAXTER P2W')",953
"('840030', 'BRECKENRIDGE P-1')",710
"('790140', 'WABASHA W-1')",535
"('20140', 'ANOKA P-8')",1154
"('230040', 'CARIMONA TWP.')",196
"('150135', 'S. CLEARWATER 143-36')",5
"('100036', 'CHANHASSEN P-3')",2853
"('120035', 'HAVELOCK TWP')",95
"('490035', 'BUH TOWNSHIP')",320
"('271355', 'MEDINA P-1B')",2481
"('360050', 'INTERNATIONAL FALLS - EAST WARD')",1006
"('110215', 'PONTO LAKE TWP')",456
"('270940', 'EDINA P-18')",2591
"('300022', 'CAMBRIDGE EAST - P2')",2107
"('580230', 'WILLOW RIVER')",204
"('60055', 'GRACEVILLE TWP')",76
"('850155', 'WINONA W-1 P-1')",706
"('250080', 'KENYON TWP.')",253
"('272400', 'PLYMOUTH W-1 P-01')",1978
"('690240', 'DULUTH P-18')",874
"('270945', 'EDINA P-19C')",1247
"('350145', 'ST VINCENT')",20
"('270090', 'BLOOMINGTON W-3 P-18')",1282
"('270375', 'BROOKLYN PARK W-E P-6O')",2212
"('350030', 'DEERWOOD TWP')",96
"('30225', 'WALWORTH TWP')",49
"('860096', 'HANOVER P-3')",1
"('70170', 'MANKATO W-02 P-16')",1757
"('830080', 'ORMSBY')",48
"('40285', 'UNORG DIST 3')",110
"('621380', 'ST. PAUL W-6 P-10')",1011
"('390005', '0005 - 1-A BAUDETTE UNORG')",138
"('620710', 'ST. PAUL W-2 P-04')",1542
"('70125', 'MANKATO W-03 P-07')",973
"('850210', 'WINONA W-3 P-4')",847
"('620310', 'MOUNDS VIEW P-3')",2327
"('271010', 'GOLDEN VALLEY P-5')",1560
"('450185', 'NEW MAINE TWP.')",101
"('500025', 'AUSTIN W-1 P-3')",66
"('271025', 'GOLDEN VALLEY P-8')",1910
"('540070', 'HENDRUM')",177
"('460125', 'LAKE BELT TWP.')",126
"('191010', 'APPLE VALLEY P-01')",1724
"('210045', 'BRANDON TWP.')",535
"('390065', '0065 - 2-C UNORG')",88
"('250070', 'HOLDEN TWP.')",299
"('550225', 'STEWARTVILLE')",3654
"('430105', 'LYNN TOWNSHIP')",355
